source_standard_node_id,source_srandard_node_id,source_node_id,source,predicate,target_standard_node_id,target_srandard_node_id,target_node_id,target,provenance
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,HAS_AGENT_CLASS,Solvent,Solvent,Solvent,Solvent,carcinogen_class_source:rules
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,SAME_AS,PubChem:62123,PubChem:62123,PubChem:62123,PubChem:62123,PubChem PUG-REST
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/BXIVHTWXKYBJEM-UHFFFAOYSA-N.json
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,HAS_CHEMONT_DIRECT_PARENT,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/entities/BXIVHTWXKYBJEM-UHFFFAOYSA-N.json
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,HAS_AGENT_CLASS,Solvent,Solvent,Solvent,Solvent,carcinogen_class_source:rules
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,SAME_AS,PubChem:4338370,PubChem:4338370,PubChem:4338370,PubChem:4338370,PubChem PUG-REST
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/HVHNMNGARPCGGD-UHFFFAOYSA-N.json
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,HAS_CHEMONT_DIRECT_PARENT,Nitrobenzenes,Nitrobenzenes,Nitrobenzenes,Nitrobenzenes,http://classyfire.wishartlab.com/entities/HVHNMNGARPCGGD-UHFFFAOYSA-N.json
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,HAS_AGENT_CLASS,Solvent,Solvent,Solvent,Solvent,carcinogen_class_source:rules
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,SAME_AS,PubChem:6977,PubChem:6977,PubChem:6977,PubChem:6977,PubChem PUG-REST
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/RZKKOBGFCAHLCZ-UHFFFAOYSA-N.json
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,HAS_CHEMONT_DIRECT_PARENT,Nitrobenzenes,Nitrobenzenes,Nitrobenzenes,Nitrobenzenes,http://classyfire.wishartlab.com/entities/RZKKOBGFCAHLCZ-UHFFFAOYSA-N.json
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,HAS_AGENT_CLASS,Phenanthrenes and derivatives,Phenanthrenes and derivatives,Phenanthrenes and derivatives,Phenanthrenes and derivatives,carcinogen_class_source:chemont_class
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,SAME_AS,PubChem:62758,PubChem:62758,PubChem:62758,PubChem:62758,PubChem PUG-REST
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,HAS_CHEMONT_CLASS,Phenanthrenes and derivatives,Phenanthrenes and derivatives,Phenanthrenes and derivatives,Phenanthrenes and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000025
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/DWMAJXVIIUYYOH-UHFFFAOYSA-N.json
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,HAS_CHEMONT_DIRECT_PARENT,Phenanthrenes and derivatives,Phenanthrenes and derivatives,Phenanthrenes and derivatives,Phenanthrenes and derivatives,http://classyfire.wishartlab.com/entities/DWMAJXVIIUYYOH-UHFFFAOYSA-N.json
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,HAS_AGENT_CLASS,"1,4-dioxanes","1,4-dioxanes","1,4-dioxanes","1,4-dioxanes",carcinogen_class_source:chemont_class
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,SAME_AS,PubChem:31275,PubChem:31275,PubChem:31275,PubChem:31275,PubChem PUG-REST
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,HAS_CHEMONT_CLASS,Dioxanes,Dioxanes,Dioxanes,Dioxanes,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000368
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/RYHBNJHYFVUHQT-UHFFFAOYSA-N.json
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,HAS_CHEMONT_DIRECT_PARENT,"1,4-dioxanes","1,4-dioxanes","1,4-dioxanes","1,4-dioxanes",http://classyfire.wishartlab.com/entities/RYHBNJHYFVUHQT-UHFFFAOYSA-N.json
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,HAS_AGENT_CLASS,Naphthalenes,Naphthalenes,Naphthalenes,Naphthalenes,carcinogen_class_source:chemont_class
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,SAME_AS,PubChem:18503,PubChem:18503,PubChem:18503,PubChem:18503,PubChem PUG-REST
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,HAS_CHEMONT_CLASS,Naphthalenes,Naphthalenes,Naphthalenes,Naphthalenes,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000023
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/SBJCUZQNHOLYMD-UHFFFAOYSA-N.json
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,HAS_CHEMONT_DIRECT_PARENT,Naphthalenes,Naphthalenes,Naphthalenes,Naphthalenes,http://classyfire.wishartlab.com/entities/SBJCUZQNHOLYMD-UHFFFAOYSA-N.json
IARC_1_5_Naphthalenediamine,IARC_1_5_Naphthalenediamine,IARC_1_5_Naphthalenediamine,IARC_1_5_Naphthalenediamine,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
