standard_node_id,srandard_node_id,node_id,node_label,node_type,id,label,type,agent_entity_type,norm_carcinogen_class,carcinogen_class_normalized,carcinogen_class_source,class,class_source,chemont_class,chemont_superclass,chemont_kingdom,iarc_group,pubchem_cid,inchikey,casrn
IARC_Phenanthrene,IARC_Phenanthrene,IARC_Phenanthrene,Phenanthrene,Carcinogen,IARC_Phenanthrene,Phenanthrene,Carcinogen,Unknown,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,995,YNPNZTXNASCQKK-UHFFFAOYSA-N,85-01-8
IARC_Phenazopyridine_hydrochloride,IARC_Phenazopyridine_hydrochloride,IARC_Phenazopyridine_hydrochloride,Phenazopyridine hydrochloride,Carcinogen,IARC_Phenazopyridine_hydrochloride,Phenazopyridine hydrochloride,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Pyridines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 2B,8691,QQBPIHBUCMDKFG-UHFFFAOYSA-N,136-40-3
IARC_Phenelzine_sulfate,IARC_Phenelzine_sulfate,IARC_Phenelzine_sulfate,Phenelzine sulfate,Carcinogen,IARC_Phenelzine_sulfate,Phenelzine sulfate,Carcinogen,Chemical,Solvent,Solvent,classyfire,Solvent,classyfire,Organic sulfuric acids and derivatives,Organic acids and derivatives,Organic compounds,Group 3,61100,RXBKMJIPNDOHFR-UHFFFAOYSA-N,156-51-4
IARC_Phenicarbazide,IARC_Phenicarbazide,IARC_Phenicarbazide,Phenicarbazide,Carcinogen,IARC_Phenicarbazide,Phenicarbazide,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,61002,AVKHCKXGKPAGEI-UHFFFAOYSA-N,103-03-7
IARC_Phenobarbital,IARC_Phenobarbital,IARC_Phenobarbital,Phenobarbital,Carcinogen,IARC_Phenobarbital,Phenobarbital,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Diazines,Organoheterocyclic compounds,Organic compounds,Group 2B,4763,DDBREPKUVSBGFI-UHFFFAOYSA-N,50-06-6
IARC_Phenol,IARC_Phenol,IARC_Phenol,Phenol,Carcinogen,IARC_Phenol,Phenol,Carcinogen,Chemical,Solvent,Solvent,classyfire,Solvent,classyfire,Phenols,Benzenoids,Organic compounds,Group 3,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,108-95-2
IARC_Phenolphthalein,IARC_Phenolphthalein,IARC_Phenolphthalein,Phenolphthalein,Carcinogen,IARC_Phenolphthalein,Phenolphthalein,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzofurans,Organoheterocyclic compounds,Organic compounds,Group 2B,4764,KJFMBFZCATUALV-UHFFFAOYSA-N,77-09-8
IARC_Phenoxybenzamine_hydrochloride,IARC_Phenoxybenzamine_hydrochloride,IARC_Phenoxybenzamine_hydrochloride,Phenoxybenzamine hydrochloride,Carcinogen,IARC_Phenoxybenzamine_hydrochloride,Phenoxybenzamine hydrochloride,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,5284441,VBCPVIWPDJVHAN-UHFFFAOYSA-N,63-92-3
IARC_Phenyl_glycidyl_ether,IARC_Phenyl_glycidyl_ether,IARC_Phenyl_glycidyl_ether,Phenyl glycidyl ether,Carcinogen,IARC_Phenyl_glycidyl_ether,Phenyl glycidyl ether,Carcinogen,Chemical,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Phenol ethers,Benzenoids,Organic compounds,Group 2B,31217,FQYUMYWMJTYZTK-UHFFFAOYSA-N,122-60-1
IARC_Phenylbutazone,IARC_Phenylbutazone,IARC_Phenylbutazone,Phenylbutazone,Carcinogen,IARC_Phenylbutazone,Phenylbutazone,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,4781,VYMDGNCVAMGZFE-UHFFFAOYSA-N,50-33-9
IARC_Phenytoin,IARC_Phenytoin,IARC_Phenytoin,Phenytoin,Carcinogen,IARC_Phenytoin,Phenytoin,Carcinogen,Unknown,Phenylhydantoins,Phenylhydantoins,chemont_class,Phenylhydantoins,chemont_class,Azolidines,Organoheterocyclic compounds,Organic compounds,Group 2B,1775,CXOFVDLJLONNDW-UHFFFAOYSA-N,57-41-0
IARC_Phosphorus_32_as_phosphate,IARC_Phosphorus_32_as_phosphate,IARC_Phosphorus_32_as_phosphate,"Phosphorus-32, as phosphate",Carcinogen,IARC_Phosphorus_32_as_phosphate,"Phosphorus-32, as phosphate",Carcinogen,Chemical,Homogeneous other non-metal compounds,Homogeneous other non-metal compounds,chemont_class,Homogeneous other non-metal compounds,chemont_class,Homogeneous other non-metal compounds,Homogeneous non-metal compounds,Inorganic compounds,Group 1,175670971,OAICVXFJPJFONN-OUBTZVSYSA-N,14596-37-3
IARC_Picene,IARC_Picene,IARC_Picene,Picene,Carcinogen,IARC_Picene,Picene,Carcinogen,Unknown,Chrysenes,Chrysenes,chemont_class,Chrysenes,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,9162,GBROPGWFBFCKAG-UHFFFAOYSA-N,213-46-7
IARC_Pickled_vegetables_traditional_Asian,IARC_Pickled_vegetables_traditional_Asian,IARC_Pickled_vegetables_traditional_Asian,Pickled vegetables (traditional Asian),Carcinogen,IARC_Pickled_vegetables_traditional_Asian,Pickled vegetables (traditional Asian),Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Picloram,IARC_Picloram,IARC_Picloram,Picloram,Carcinogen,IARC_Picloram,Picloram,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Pyridines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 3,15965,NQQVFXUMIDALNH-UHFFFAOYSA-N,1918-02-1
IARC_Pioglitazone,IARC_Pioglitazone,IARC_Pioglitazone,Pioglitazone,Carcinogen,IARC_Pioglitazone,Pioglitazone,Carcinogen,Unknown,Phenol ethers,Phenol ethers,chemont_class,Phenol ethers,chemont_class,Phenol ethers,Benzenoids,Organic compounds,Group 2A,4829,HYAFETHFCAUJAY-UHFFFAOYSA-N,111025-46-8
IARC_Piperonyl_butoxide,IARC_Piperonyl_butoxide,IARC_Piperonyl_butoxide,Piperonyl butoxide,Carcinogen,IARC_Piperonyl_butoxide,Piperonyl butoxide,Carcinogen,Unknown,Benzodioxoles,Benzodioxoles,chemont_class,Benzodioxoles,chemont_class,Benzodioxoles,Organoheterocyclic compounds,Organic compounds,Group 3,5794,FIPWRIJSWJWJAI-UHFFFAOYSA-N,51-03-6
IARC_Plutonium,IARC_Plutonium,IARC_Plutonium,Plutonium,Carcinogen,IARC_Plutonium,Plutonium,Carcinogen,Unknown,Homogeneous actinide compounds,Homogeneous actinide compounds,chemont_class,Homogeneous actinide compounds,chemont_class,Homogeneous actinide compounds,Homogeneous metal compounds,Inorganic compounds,Group 1,23940,OYEHPCDNVJXUIW-UHFFFAOYSA-N,7440-07-5
IARC_Polyacrylic_acid,IARC_Polyacrylic_acid,IARC_Polyacrylic_acid,Polyacrylic acid,Carcinogen,IARC_Polyacrylic_acid,Polyacrylic acid,Carcinogen,Chemical,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-01-4
IARC_Polybrominated_biphenyls,IARC_Polybrominated_biphenyls,IARC_Polybrominated_biphenyls,Polybrominated biphenyls,Carcinogen,IARC_Polybrominated_biphenyls,Polybrominated biphenyls,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,158629,PCEAPJVBSINMNW-UHFFFAOYSA-N,59536-65-1
IARC_Polychlorinated_biphenyls,IARC_Polychlorinated_biphenyls,IARC_Polychlorinated_biphenyls,Polychlorinated biphenyls,Carcinogen,IARC_Polychlorinated_biphenyls,Polychlorinated biphenyls,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 1,,,1336-36-3
IARC_Polychlorinated_biphenyls_dioxin_like_with_a_Toxicity_Equivalency_Fact,IARC_Polychlorinated_biphenyls_dioxin_like_with_a_Toxicity_Equivalency_Fact,IARC_Polychlorinated_biphenyls_dioxin_like_with_a_Toxicity_Equivalency_Fact,"Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)",Carcinogen,IARC_Polychlorinated_biphenyls_dioxin_like_with_a_Toxicity_Equivalency_Fact,"Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)",Carcinogen,Chemical,Dioxin,Dioxin,rules,Dioxin,rules,,,,Group 1,,,
IARC_Polychlorinated_dibenzo_para_dioxins_other_than_2_3_7_8_tetrachlorodib,IARC_Polychlorinated_dibenzo_para_dioxins_other_than_2_3_7_8_tetrachlorodib,IARC_Polychlorinated_dibenzo_para_dioxins_other_than_2_3_7_8_tetrachlorodib,"Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)",Carcinogen,IARC_Polychlorinated_dibenzo_para_dioxins_other_than_2_3_7_8_tetrachlorodib,"Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)",Carcinogen,Chemical,Dioxin,Dioxin,rules,Dioxin,rules,,,,Group 3,,,
IARC_Polychlorinated_dibenzofurans_see_2_3_4_7_8_Pentachlorodibenzofuran,IARC_Polychlorinated_dibenzofurans_see_2_3_4_7_8_Pentachlorodibenzofuran,IARC_Polychlorinated_dibenzofurans_see_2_3_4_7_8_Pentachlorodibenzofuran,"Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)",Carcinogen,IARC_Polychlorinated_dibenzofurans_see_2_3_4_7_8_Pentachlorodibenzofuran,"Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)",Carcinogen,Unknown,Dioxin,Dioxin,rules,Dioxin,rules,,,,Group 3,,,
IARC_Polychlorophenols_and_their_sodium_salts_mixed_exposures_see_Pentachlo,IARC_Polychlorophenols_and_their_sodium_salts_mixed_exposures_see_Pentachlo,IARC_Polychlorophenols_and_their_sodium_salts_mixed_exposures_see_Pentachlo,"Polychlorophenols and their sodium salts (mixed exposures) (see Pentachlorophenol; 2,4,6-Trichlorophenol)",Carcinogen,IARC_Polychlorophenols_and_their_sodium_salts_mixed_exposures_see_Pentachlo,"Polychlorophenols and their sodium salts (mixed exposures) (see Pentachlorophenol; 2,4,6-Trichlorophenol)",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Polychloroprene,IARC_Polychloroprene,IARC_Polychloroprene,Polychloroprene,Carcinogen,IARC_Polychloroprene,Polychloroprene,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9010-98-4
IARC_Polyethylene,IARC_Polyethylene,IARC_Polyethylene,Polyethylene,Carcinogen,IARC_Polyethylene,Polyethylene,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9002-88-4
IARC_Polymeric_implant_prepared_as_thin_smooth_films_with_the_exception_of_,IARC_Polymeric_implant_prepared_as_thin_smooth_films_with_the_exception_of_,IARC_Polymeric_implant_prepared_as_thin_smooth_films_with_the_exception_of_,Polymeric implant prepared as thin smooth films (with the exception of poly-glycolic acid),Carcinogen,IARC_Polymeric_implant_prepared_as_thin_smooth_films_with_the_exception_of_,Polymeric implant prepared as thin smooth films (with the exception of poly-glycolic acid),Carcinogen,Chemical,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Polymethyl_methacrylate,IARC_Polymethyl_methacrylate,IARC_Polymethyl_methacrylate,Polymethyl methacrylate,Carcinogen,IARC_Polymethyl_methacrylate,Polymethyl methacrylate,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9011-14-7
IARC_Polymethylene_polyphenyl_isocyanate,IARC_Polymethylene_polyphenyl_isocyanate,IARC_Polymethylene_polyphenyl_isocyanate,Polymethylene polyphenyl isocyanate,Carcinogen,IARC_Polymethylene_polyphenyl_isocyanate,Polymethylene polyphenyl isocyanate,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,16212386,JTEOXXUIKUHXLD-UHFFFAOYSA-N,9016-87-9
IARC_Polypropylene,IARC_Polypropylene,IARC_Polypropylene,Polypropylene,Carcinogen,IARC_Polypropylene,Polypropylene,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-07-0
IARC_Polystyrene,IARC_Polystyrene,IARC_Polystyrene,Polystyrene,Carcinogen,IARC_Polystyrene,Polystyrene,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-53-6
IARC_Polytetrafluoroethylene,IARC_Polytetrafluoroethylene,IARC_Polytetrafluoroethylene,Polytetrafluoroethylene,Carcinogen,IARC_Polytetrafluoroethylene,Polytetrafluoroethylene,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9002-84-0
IARC_Polyurethane_foams,IARC_Polyurethane_foams,IARC_Polyurethane_foams,Polyurethane foams,Carcinogen,IARC_Polyurethane_foams,Polyurethane foams,Carcinogen,Unknown,Alcohol,Alcohol,rules,Alcohol,rules,Organic carbonic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 3,12254,RYECOJGRJDOGPP-UHFFFAOYSA-N,625-52-5
IARC_Polyvinyl_acetate,IARC_Polyvinyl_acetate,IARC_Polyvinyl_acetate,Polyvinyl acetate,Carcinogen,IARC_Polyvinyl_acetate,Polyvinyl acetate,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-20-7
IARC_Polyvinyl_alcohol,IARC_Polyvinyl_alcohol,IARC_Polyvinyl_alcohol,Polyvinyl alcohol,Carcinogen,IARC_Polyvinyl_alcohol,Polyvinyl alcohol,Carcinogen,Chemical,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9002-89-5
IARC_Polyvinyl_chloride,IARC_Polyvinyl_chloride,IARC_Polyvinyl_chloride,Polyvinyl chloride,Carcinogen,IARC_Polyvinyl_chloride,Polyvinyl chloride,Carcinogen,Chemical,Solvent,Solvent,rules,Solvent,rules,,,,Group 3,,,9002-86-2
IARC_Polyvinyl_pyrrolidone,IARC_Polyvinyl_pyrrolidone,IARC_Polyvinyl_pyrrolidone,Polyvinyl pyrrolidone,Carcinogen,IARC_Polyvinyl_pyrrolidone,Polyvinyl pyrrolidone,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-39-8
IARC_Ponceau_3R,IARC_Ponceau_3R,IARC_Ponceau_3R,Ponceau 3R,Carcinogen,IARC_Ponceau_3R,Ponceau 3R,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Naphthalenes,Benzenoids,Organic compounds,Group 2B,19095,SWPPXVFKWWEYSV-UHFFFAOYSA-L,3564-09-8
IARC_Ponceau_MX,IARC_Ponceau_MX,IARC_Ponceau_MX,Ponceau MX,Carcinogen,IARC_Ponceau_MX,Ponceau MX,Carcinogen,Unknown,2-naphthalene sulfonates,2-naphthalene sulfonates,chemont_class,2-naphthalene sulfonates,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 2B,2724065,YJVBLROMQZEFPA-UHFFFAOYSA-L,3761-53-3
IARC_Ponceau_SX,IARC_Ponceau_SX,IARC_Ponceau_SX,Ponceau SX,Carcinogen,IARC_Ponceau_SX,Ponceau SX,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Naphthalenes,Benzenoids,Organic compounds,Group 3,62542,ONTQJDKFANPPKK-UHFFFAOYSA-L,4548-53-2
IARC_Potassium_bis_2_hydroxyethyl_dithiocarbamate,IARC_Potassium_bis_2_hydroxyethyl_dithiocarbamate,IARC_Potassium_bis_2_hydroxyethyl_dithiocarbamate,Potassium bis(2-hydroxyethyl)dithiocarbamate,Carcinogen,IARC_Potassium_bis_2_hydroxyethyl_dithiocarbamate,Potassium bis(2-hydroxyethyl)dithiocarbamate,Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 3,,,
IARC_Potassium_bromate,IARC_Potassium_bromate,IARC_Potassium_bromate,Potassium bromate,Carcinogen,IARC_Potassium_bromate,Potassium bromate,Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 2B,,,
IARC_Prazepam,IARC_Prazepam,IARC_Prazepam,Prazepam,Carcinogen,IARC_Prazepam,Prazepam,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzodiazepines,Organoheterocyclic compounds,Organic compounds,Group 3,4890,MWQCHHACWWAQLJ-UHFFFAOYSA-N,2955-38-6
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,Prednimustine,Carcinogen,IARC_Prednimustine,Prednimustine,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Steroids and steroid derivatives,Lipids and lipid-like molecules,Organic compounds,Group 3,34457,HFVNWDWLWUCIHC-GUPDPFMOSA-N,29069-24-7
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,Prednisone,Carcinogen,IARC_Prednisone,Prednisone,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Steroids and steroid derivatives,Lipids and lipid-like molecules,Organic compounds,Group 3,5865,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,53-03-2
IARC_Primidone,IARC_Primidone,IARC_Primidone,Primidone,Carcinogen,IARC_Primidone,Primidone,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Diazines,Organoheterocyclic compounds,Organic compounds,Group 2B,4909,DQMZLTXERSFNPB-UHFFFAOYSA-N,125-33-7
IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,Printing inks,Carcinogen,IARC_Printing_inks,Printing inks,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,Printing processes (occupational exposures in),Carcinogen,IARC_Printing_processes_occupational_exposures_in,Printing processes (occupational exposures in),Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 2B,,,
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,Procarbazine hydrochloride,Carcinogen,IARC_Procarbazine_hydrochloride,Procarbazine hydrochloride,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,9703,DERJYEZSLHIUKF-UHFFFAOYSA-N,366-70-1
IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,Processed meat (consumption of),Carcinogen,IARC_Processed_meat_consumption_of,Processed meat (consumption of),Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 1,,,
IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,Proflavine salts,Carcinogen,IARC_Proflavine_salts,Proflavine salts,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,Progestins (see also Progestogen-only contraceptives),Carcinogen,IARC_Progestins_see_also_Progestogen_only_contraceptives,Progestins (see also Progestogen-only contraceptives),Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,Progestogen-only contraceptives,Carcinogen,IARC_Progestogen_only_contraceptives,Progestogen-only contraceptives,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,Pronetalol hydrochloride,Carcinogen,IARC_Pronetalol_hydrochloride,Pronetalol hydrochloride,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Naphthalenes,Benzenoids,Organic compounds,Group 3,60975,QONLGXRPRAIDGI-UHFFFAOYSA-N,51-02-5
IARC_Propham,IARC_Propham,IARC_Propham,Propham,Carcinogen,IARC_Propham,Propham,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,24685,VXPLXMJHHKHSOA-UHFFFAOYSA-N,122-42-9
IARC_Propylene,IARC_Propylene,IARC_Propylene,Propylene,Carcinogen,IARC_Propylene,Propylene,Carcinogen,Unknown,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,chemont_class,Unsaturated aliphatic hydrocarbons,chemont_class,Unsaturated hydrocarbons,Hydrocarbons,Organic compounds,Group 3,8252,QQONPFPTGQHPMA-UHFFFAOYSA-N,115-07-1
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,Propylene oxide,Carcinogen,IARC_Propylene_oxide,Propylene oxide,Carcinogen,Chemical,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Epoxides,Organoheterocyclic compounds,Organic compounds,Group 2B,6378,GOOHAUXETOMSMM-UHFFFAOYSA-N,75-56-9
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,Propylthiouracil,Carcinogen,IARC_Propylthiouracil,Propylthiouracil,Carcinogen,Unknown,Pyrimidones,Pyrimidones,chemont_class,Pyrimidones,chemont_class,Diazines,Organoheterocyclic compounds,Organic compounds,Group 2B,657298,KNAHARQHSZJURB-UHFFFAOYSA-N,51-52-5
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,Ptaquiloside,Carcinogen,IARC_Ptaquiloside,Ptaquiloside,Carcinogen,Unknown,Aldehyde,Aldehyde,classyfire,Aldehyde,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 3,13962857,GPHSJPVUEZFIDE-YVPLJZHISA-N,87625-62-5
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,Pulegone,Carcinogen,IARC_Pulegone,Pulegone,Carcinogen,Unknown,Menthane monoterpenoids,Menthane monoterpenoids,chemont_class,Menthane monoterpenoids,chemont_class,Prenol lipids,Lipids and lipid-like molecules,Organic compounds,Group 2B,442495,NZGWDASTMWDZIW-MRVPVSSYSA-N,89-82-7
IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,Pulp and paper manufacture,Carcinogen,IARC_Pulp_and_paper_manufacture,Pulp and paper manufacture,Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 3,,,
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,Pyrene,Carcinogen,IARC_Pyrene,Pyrene,Carcinogen,Chemical,Pyrenes,Pyrenes,chemont_class,Pyrenes,chemont_class,Pyrenes,Benzenoids,Organic compounds,Group 3,31423,BBEAQIROQSPTKN-UHFFFAOYSA-N,129-00-0
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,Pyridine,Carcinogen,IARC_Pyridine,Pyridine,Carcinogen,Chemical,Pyridines and derivatives,Pyridines and derivatives,chemont_class,Pyridines and derivatives,chemont_class,Pyridines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 2B,1049,JUJWROOIHBZHMG-UHFFFAOYSA-N,110-86-1
IARC_Pyrido_3_4_c_psoralen,IARC_Pyrido_3_4_c_psoralen,IARC_Pyrido_3_4_c_psoralen,"Pyrido[3,4-c]psoralen",Carcinogen,IARC_Pyrido_3_4_c_psoralen,"Pyrido[3,4-c]psoralen",Carcinogen,Unknown,Psoralens,Psoralens,chemont_class,Psoralens,chemont_class,Coumarins and derivatives,Phenylpropanoids and polyketides,Organic compounds,Group 3,55431,PMLPQOIOSQFFPW-UHFFFAOYSA-N,85878-62-2
IARC_Pyrimethamine,IARC_Pyrimethamine,IARC_Pyrimethamine,Pyrimethamine,Carcinogen,IARC_Pyrimethamine,Pyrimethamine,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Diazines,Organoheterocyclic compounds,Organic compounds,Group 3,4993,WKSAUQYGYAYLPV-UHFFFAOYSA-N,58-14-0
IARC_Quercetin,IARC_Quercetin,IARC_Quercetin,Quercetin,Carcinogen,IARC_Quercetin,Quercetin,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Flavonoids,Phenylpropanoids and polyketides,Organic compounds,Group 3,5280343,REFJWTPEDVJJIY-UHFFFAOYSA-N,117-39-5
IARC_Quinoline,IARC_Quinoline,IARC_Quinoline,Quinoline,Carcinogen,IARC_Quinoline,Quinoline,Carcinogen,Chemical,Quinolines and derivatives,Quinolines and derivatives,chemont_class,Quinolines and derivatives,chemont_class,Quinolines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 2B,7047,SMWDFEZZVXVKRB-UHFFFAOYSA-N,91-22-5
IARC_Quintozene_Pentachloronitrobenzene,IARC_Quintozene_Pentachloronitrobenzene,IARC_Quintozene_Pentachloronitrobenzene,Quintozene (Pentachloronitrobenzene),Carcinogen,IARC_Quintozene_Pentachloronitrobenzene,Quintozene (Pentachloronitrobenzene),Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,6720,LKPLKUMXSAEKID-UHFFFAOYSA-N,82-68-8
IARC_Radiofrequency_electromagnetic_fields,IARC_Radiofrequency_electromagnetic_fields,IARC_Radiofrequency_electromagnetic_fields,Radiofrequency electromagnetic fields,Carcinogen,IARC_Radiofrequency_electromagnetic_fields,Radiofrequency electromagnetic fields,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Radioiodines_including_iodine_131,IARC_Radioiodines_including_iodine_131,IARC_Radioiodines_including_iodine_131,"Radioiodines, including iodine-131",Carcinogen,IARC_Radioiodines_including_iodine_131,"Radioiodines, including iodine-131",Carcinogen,Radiation,Radiation,Radiation,iarc_entity_type,Radiation,iarc_entity_type,,,,Group 1,,,
IARC_Radionuclides_alpha_particle_emitting_internally_deposited,IARC_Radionuclides_alpha_particle_emitting_internally_deposited,IARC_Radionuclides_alpha_particle_emitting_internally_deposited,"Radionuclides, alpha-particle-emitting, internally deposited",Carcinogen,IARC_Radionuclides_alpha_particle_emitting_internally_deposited,"Radionuclides, alpha-particle-emitting, internally deposited",Carcinogen,Radiation,Radiation,Radiation,iarc_entity_type,Radiation,iarc_entity_type,,,,Group 1,,,
